id,ActivityDate,TotalSteps,SedentaryMinutes,Calories,minutes_asleep,hours_asleep,weekday_num,weekday_name
8877689391,2016-04-03,15260,1058,3864,,,0,Sunday
8877689391,2016-04-04,20779,1138,3662,,,1,Monday
8877689391,2016-04-05,10695,1181,2834,,,2,Tuesday
8877689391,2016-04-06,24136,1019,4039,,,3,Wednesday
8877689391,2016-04-07,10910,1185,2947,,,4,Thursday
8877689391,2016-04-08,23014,982,4196,,,5,Friday
8877689391,2016-04-09,16470,1052,3841,,,6,Saturday
8877689391,2016-04-10,28497,1055,4526,,,0,Sunday
8877689391,2016-04-11,10622,1190,2820,,,1,Monday
8877689391,2016-04-12,2350,531,938,,,2,Tuesday
